t;m;Vx;Vy;x;y;H;V;vartheta;theta;alpha;Mach;q;X;Y;Mz;omega;stage
193.8000;620.000;6667.5828;2391.5213;628619.803;333702.808;363107.409;7083.5044;19.7318;19.7318;0.0000;25.87228;0.0000;0.000;0.000;0.000;0.000000;4
193.9000;620.000;6667.5007;2390.6462;629286.557;333941.916;363407.745;7083.1317;19.7254;19.7254;0.0000;25.87092;0.0000;0.000;0.000;0.000;0.000000;4
194.0000;620.000;6667.4186;2389.7712;629953.303;334180.937;363708.053;7082.7591;19.7190;19.7190;0.0000;25.86956;0.0000;0.000;0.000;0.000;0.000000;4
194.1000;620.000;6667.3363;2388.8963;630620.041;334419.870;364008.335;7082.3865;19.7125;19.7125;0.0000;25.86820;0.0000;0.000;0.000;0.000;0.000000;4
194.2000;620.000;6667.2540;2388.0214;631286.770;334658.716;364308.590;7082.0140;19.7061;19.7061;0.0000;25.86683;0.0000;0.000;0.000;0.000;0.000000;4
194.3000;620.000;6667.1716;2387.1467;631953.491;334897.475;364608.819;7081.6415;19.6996;19.6996;0.0000;25.86547;0.0000;0.000;0.000;0.000;0.000000;4
194.4000;620.000;6667.0891;2386.2720;632620.204;335136.146;364909.020;7081.2691;19.6932;19.6932;0.0000;25.86411;0.0000;0.000;0.000;0.000;0.000000;4
194.5000;620.000;6667.0066;2385.3974;633286.909;335374.729;365209.195;7080.8967;19.6868;19.6868;0.0000;25.86275;0.0000;0.000;0.000;0.000;0.000000;4
194.6000;620.000;6666.9240;2384.5229;633953.606;335613.225;365509.343;7080.5243;19.6803;19.6803;0.0000;25.86139;0.0000;0.000;0.000;0.000;0.000000;4
194.7000;620.000;6666.8413;2383.6485;634620.294;335851.634;365809.464;7080.1520;19.6739;19.6739;0.0000;25.86003;0.0000;0.000;0.000;0.000;0.000000;4
194.8000;620.000;6666.7585;2382.7742;635286.974;336089.955;366109.558;7079.7798;19.6675;19.6675;0.0000;25.85867;0.0000;0.000;0.000;0.000;0.000000;4
194.9000;620.000;6666.6757;2381.9000;635953.646;336328.189;366409.626;7079.4076;19.6610;19.6610;0.0000;25.85732;0.0000;0.000;0.000;0.000;0.000000;4
195.0000;620.000;6666.5927;2381.0258;636620.309;336566.335;366709.667;7079.0354;19.6546;19.6546;0.0000;25.85596;0.0000;0.000;0.000;0.000;0.000000;4
195.1000;620.000;6666.5097;2380.1517;637286.964;336804.394;367009.681;7078.6633;19.6481;19.6481;0.0000;25.85460;0.0000;0.000;0.000;0.000;0.000000;4
195.2000;620.000;6666.4267;2379.2778;637953.611;337042.365;367309.668;7078.2912;19.6417;19.6417;0.0000;25.85324;0.0000;0.000;0.000;0.000;0.000000;4
195.3000;620.000;6666.3435;2378.4039;638620.250;337280.249;367609.629;7077.9192;19.6353;19.6353;0.0000;25.85188;0.0000;0.000;0.000;0.000;0.000000;4
195.4000;620.000;6666.2603;2377.5301;639286.880;337518.046;367909.562;7077.5473;19.6288;19.6288;0.0000;25.85052;0.0000;0.000;0.000;0.000;0.000000;4
195.5000;620.000;6666.1770;2376.6563;639953.502;337755.755;368209.469;7077.1753;19.6224;19.6224;0.0000;25.84916;0.0000;0.000;0.000;0.000;0.000000;4
195.6000;620.000;6666.0936;2375.7827;640620.115;337993.377;368509.349;7076.8035;19.6160;19.6160;0.0000;25.84780;0.0000;0.000;0.000;0.000;0.000000;4
195.7000;620.000;6666.0101;2374.9091;641286.720;338230.912;368809.202;7076.4316;19.6095;19.6095;0.0000;25.84645;0.0000;0.000;0.000;0.000;0.000000;4
195.8000;620.000;6665.9266;2374.0357;641953.317;338468.359;369109.029;7076.0598;19.6031;19.6031;0.0000;25.84509;0.0000;0.000;0.000;0.000;0.000000;4
195.9000;620.000;6665.8430;2373.1623;642619.906;338705.719;369408.829;7075.6881;19.5967;19.5967;0.0000;25.84373;0.0000;0.000;0.000;0.000;0.000000;4
196.0000;620.000;6665.7593;2372.2890;643286.486;338942.992;369708.602;7075.3164;19.5902;19.5902;0.0000;25.84237;0.0000;0.000;0.000;0.000;0.000000;4
196.1000;620.000;6665.6756;2371.4158;643953.057;339180.177;370008.348;7074.9448;19.5838;19.5838;0.0000;25.84101;0.0000;0.000;0.000;0.000;0.000000;4
196.2000;620.000;6665.5917;2370.5427;644619.621;339417.275;370308.067;7074.5732;19.5774;19.5774;0.0000;25.83966;0.0000;0.000;0.000;0.000;0.000000;4
196.3000;620.000;6665.5078;2369.6696;645286.176;339654.285;370607.760;7074.2016;19.5709;19.5709;0.0000;25.83830;0.0000;0.000;0.000;0.000;0.000000;4
196.4000;620.000;6665.4238;2368.7967;645952.722;339891.209;370907.425;7073.8301;19.5645;19.5645;0.0000;25.83694;0.0000;0.000;0.000;0.000;0.000000;4
196.5000;620.000;6665.3398;2367.9238;646619.261;340128.045;371207.064;7073.4587;19.5581;19.5581;0.0000;25.83559;0.0000;0.000;0.000;0.000;0.000000;4
196.6000;620.000;6665.2556;2367.0510;647285.790;340364.793;371506.677;7073.0873;19.5516;19.5516;0.0000;25.83423;0.0000;0.000;0.000;0.000;0.000000;4
196.7000;620.000;6665.1714;2366.1783;647952.312;340601.455;371806.262;7072.7159;19.5452;19.5452;0.0000;25.83287;0.0000;0.000;0.000;0.000;0.000000;4
196.8000;620.000;6665.0872;2365.3057;648618.825;340838.029;372105.821;7072.3446;19.5388;19.5388;0.0000;25.83152;0.0000;0.000;0.000;0.000;0.000000;4
196.9000;620.000;6665.0028;2364.4332;649285.329;341074.516;372405.352;7071.9733;19.5323;19.5323;0.0000;25.83016;0.0000;0.000;0.000;0.000;0.000000;4
197.0000;620.000;6664.9184;2363.5608;649951.825;341310.916;372704.857;7071.6021;19.5259;19.5259;0.0000;25.82881;0.0000;0.000;0.000;0.000;0.000000;4
197.1000;620.000;6664.8338;2362.6884;650618.313;341547.228;373004.336;7071.2309;19.5195;19.5195;0.0000;25.82745;0.0000;0.000;0.000;0.000;0.000000;4
197.2000;620.000;6664.7493;2361.8161;651284.792;341783.453;373303.787;7070.8598;19.5130;19.5130;0.0000;25.82609;0.0000;0.000;0.000;0.000;0.000000;4
197.3000;620.000;6664.6646;2360.9440;651951.263;342019.591;373603.212;7070.4887;19.5066;19.5066;0.0000;25.82474;0.0000;0.000;0.000;0.000;0.000000;4
197.4000;620.000;6664.5799;2360.0719;652617.725;342255.642;373902.610;7070.1177;19.5002;19.5002;0.0000;25.82338;0.0000;0.000;0.000;0.000;0.000000;4
197.5000;620.000;6664.4950;2359.1999;653284.179;342491.606;374201.981;7069.7467;19.4937;19.4937;0.0000;25.82203;0.0000;0.000;0.000;0.000;0.000000;4
197.6000;620.000;6664.4102;2358.3279;653950.624;342727.482;374501.325;7069.3757;19.4873;19.4873;0.0000;25.82067;0.0000;0.000;0.000;0.000;0.000000;4
197.7000;620.000;6664.3252;2357.4561;654617.061;342963.271;374800.642;7069.0048;19.4809;19.4809;0.0000;25.81932;0.0000;0.000;0.000;0.000;0.000000;4
197.8000;620.000;6664.2402;2356.5843;655283.489;343198.973;375099.933;7068.6340;19.4744;19.4744;0.0000;25.81796;0.0000;0.000;0.000;0.000;0.000000;4
197.9000;620.000;6664.1550;2355.7127;655949.909;343434.588;375399.197;7068.2632;19.4680;19.4680;0.0000;25.81661;0.0000;0.000;0.000;0.000;0.000000;4
198.0000;620.000;6664.0698;2354.8411;656616.320;343670.116;375698.434;7067.8924;19.4616;19.4616;0.0000;25.81526;0.0000;0.000;0.000;0.000;0.000000;4
198.1000;620.000;6663.9846;2353.9696;657282.723;343905.556;375997.644;7067.5217;19.4551;19.4551;0.0000;25.81390;0.0000;0.000;0.000;0.000;0.000000;4
198.2000;620.000;6663.8992;2353.0982;657949.117;344140.910;376296.828;7067.1511;19.4487;19.4487;0.0000;25.81255;0.0000;0.000;0.000;0.000;0.000000;4
198.3000;620.000;6663.8138;2352.2268;658615.503;344376.176;376595.984;7066.7804;19.4423;19.4423;0.0000;25.81119;0.0000;0.000;0.000;0.000;0.000000;4
198.4000;620.000;6663.7283;2351.3556;659281.880;344611.355;376895.114;7066.4099;19.4358;19.4358;0.0000;25.80984;0.0000;0.000;0.000;0.000;0.000000;4
198.5000;620.000;6663.6428;2350.4844;659948.248;344846.447;377194.217;7066.0394;19.4294;19.4294;0.0000;25.80849;0.0000;0.000;0.000;0.000;0.000000;4
