t;m;Vx;Vy;x;y;H;V;vartheta;theta;alpha;Mach;q;X;Y;Mz;omega;stage
704.6000;620.000;5579.9238;-1174.6592;3806627.548;576953.634;1551403.233;5702.2254;-11.8881;-11.8881;0.0000;20.82720;0.0000;0.000;0.000;0.000;0.000000;4
704.7000;620.000;5579.6187;-1175.2161;3807185.525;576836.140;1551568.311;5702.0415;-11.8942;-11.8942;0.0000;20.82653;0.0000;0.000;0.000;0.000;0.000000;4
704.8000;620.000;5579.3135;-1175.7730;3807743.471;576718.590;1551733.364;5701.8577;-11.9003;-11.9003;0.0000;20.82586;0.0000;0.000;0.000;0.000;0.000000;4
704.9000;620.000;5579.0083;-1176.3299;3808301.387;576600.985;1551898.391;5701.6739;-11.9064;-11.9064;0.0000;20.82519;0.0000;0.000;0.000;0.000;0.000000;4
705.0000;620.000;5578.7030;-1176.8867;3808859.273;576483.324;1552063.391;5701.4901;-11.9125;-11.9125;0.0000;20.82451;0.0000;0.000;0.000;0.000;0.000000;4
705.1000;620.000;5578.3978;-1177.4434;3809417.128;576365.608;1552228.366;5701.3064;-11.9186;-11.9186;0.0000;20.82384;0.0000;0.000;0.000;0.000;0.000000;4
705.2000;620.000;5578.0925;-1178.0002;3809974.953;576247.836;1552393.315;5701.1227;-11.9247;-11.9247;0.0000;20.82317;0.0000;0.000;0.000;0.000;0.000000;4
705.3000;620.000;5577.7872;-1178.5568;3810532.747;576130.008;1552558.238;5700.9391;-11.9308;-11.9308;0.0000;20.82250;0.0000;0.000;0.000;0.000;0.000000;4
705.4000;620.000;5577.4818;-1179.1135;3811090.510;576012.124;1552723.136;5700.7554;-11.9369;-11.9369;0.0000;20.82183;0.0000;0.000;0.000;0.000;0.000000;4
705.5000;620.000;5577.1765;-1179.6700;3811648.243;575894.185;1552888.007;5700.5718;-11.9430;-11.9430;0.0000;20.82116;0.0000;0.000;0.000;0.000;0.000000;4
705.6000;620.000;5576.8711;-1180.2266;3812205.945;575776.190;1553052.852;5700.3882;-11.9491;-11.9491;0.0000;20.82049;0.0000;0.000;0.000;0.000;0.000000;4
